row,model,px,py,pz,ux,uy,uz,k,cost,nfev,status
570,biot,0.0061894556,0.1722467623,0.1101964617,0.0015192938,-0.8061418808,0.5917203392,1.0003047604,0.0000506186,5,1
571,biot,0.0357621939,0.1713235423,0.1099633793,0.0048495972,-0.8060237630,0.5918633076,1.0002975094,0.0000505181,5,1
572,biot,0.0652389156,0.1706385299,0.1098005181,0.0023853712,-0.8037056486,0.5950223025,1.0003012067,0.0000506185,5,1
573,biot,0.0945652696,0.1695108536,0.1097991377,-0.0029788376,-0.8047549698,0.5935996674,1.0003199735,0.0000506653,5,1
574,biot,0.1239482808,0.1681421990,0.1095605091,-0.0073234772,-0.8073295222,0.5900554290,1.0003574657,0.0000507021,5,1
575,biot,0.1532544680,0.1664768913,0.1091423427,-0.0017257333,-0.8064589251,0.5912875983,1.0004061981,0.0000508925,5,1
576,biot,-0.0065519655,0.0202837774,0.0959781417,0.0071235755,-0.8076727954,0.5895879156,0.9992288152,0.0000471390,5,1
577,biot,0.0288208655,0.0200853798,0.0987766869,0.0094304671,-0.8126564209,0.5826668069,0.9990190038,0.0000463113,5,1
578,biot,0.0638613657,0.0207423951,0.0987955753,0.0059289912,-0.8072461213,0.5901851801,0.9989692161,0.0000462942,5,1
579,biot,0.0987433749,0.0195829704,0.0965776404,0.0075788955,-0.8090362598,0.5877098695,0.9991115952,0.0000467583,5,1
580,biot,0.1327114306,0.0179052507,0.0920851728,0.0056387147,-0.8062235125,0.5915841890,0.9994036378,0.0000476727,5,1
581,biot,0.1634481263,0.0162272501,0.0861357974,0.0006040936,-0.8037422853,0.5949772886,0.9997150047,0.0000487339,5,1
582,biot,-0.0044842473,0.0550706036,0.0943474720,-0.0143721323,-0.8125754393,0.5826788115,0.9993404538,0.0000481460,5,1
583,biot,0.0313485178,0.0569814546,0.0942438453,0.0130443208,-0.8083792720,0.5885174579,0.9990862284,0.0000475837,5,1
584,biot,0.0646560872,0.0565033865,0.0936050063,-0.0000093851,-0.8106118905,0.5855837795,0.9990393827,0.0000475644,5,1
585,biot,0.0979659139,0.0546072404,0.0928151825,0.0056481414,-0.8068932011,0.5906703484,0.9991547840,0.0000479420,5,1
